author,text,published_at,likes
@guardiannews,John Lewis ad kickstarts Christmas countdown to the tune of 90s club classic â–º https://www.theguardian.com/media/2025/nov/04/john-lewis-christmas-advert-countdown-90s-club-classic-where-love-lives,2025-11-04T09:21:26Z,40
@Gary-s9r6x,So he hugged his son after years just because he was bought a record i hug my son every day.,2025-11-15T01:01:56Z,0
@Jess-qy6pm,Was a black singer!!!!!,2025-11-14T22:30:54Z,0
@hopeack12345,â¤â¤â¤â¤ Came here after watching the diabolical m&s advert,2025-11-14T22:23:44Z,0
@LessMarxMoreMises,"Worst Christmas ad in history! Was it written by AI?! Forced sentimentality, weird, parody-like cringe fest! It's as if they said ""Right, what sums up a British Christmas?... A middle-aged, Labour-voting dad  doing TikTok-level Dad Dancing at a rave he absolutely should not be at!""",2025-11-14T21:01:06Z,0
@rosson1983,Excellent advert. As usual JL blows the other retailers out of the water.,2025-11-14T19:24:21Z,0
@jackieplatts4359,"Oh this is lovely and, yes, Iâ€™m crying ğŸ¥¹",2025-11-14T17:38:26Z,0
@m535i,"Well done to all those who put this amazing John Lewis advert together. Absolutely nailed it. Can't believe the emotions & tears that have come over me. I'd do anything for one last hug with my dad, but sadly he's gone. Lets hope this advert brings families closer together again.",2025-11-14T16:18:35Z,0
@juliabroadley8411,Beautiful ğŸ˜¢â¤,2025-11-14T14:40:39Z,0
@666kismett,Another disappointing Christmas advert,2025-11-14T12:44:17Z,0
@engerland3239,Old skoolers â¤ï¸ â¤,2025-11-14T10:45:24Z,0
@desertofthereal4062,Where is this advert made for? Canâ€™t be the UK itâ€™s brilliant âœŒï¸,2025-11-14T07:19:43Z,0
@nonsense168,And a piano house track,2025-11-14T07:18:57Z,0
@BlazeNero,"Finally, a White British family lol",2025-11-14T00:22:50Z,2
@nanookmoose,Nice to see a Christmas advert representing 82% of England and Wales for a change.,2025-11-13T23:17:04Z,0
@Josephdrfsharpe,Great advert!,2025-11-13T22:57:25Z,0
@Peter-mw3wj,This is their best Christmas advert and you know they had it large on NYE,2025-11-13T21:57:23Z,0
@Danny-vx1wc,"Well done John Lewis, we all needed this. Normal family, normal history, normal Christmas  normal message. Final feels like a Christmas ad we can all relate to.",2025-11-13T21:51:09Z,0
@tylerpearce9610,Brings me tears tbh I can relate to this 100%,2025-11-13T20:43:35Z,0
@tylerpearce9610,They never miss,2025-11-13T20:42:39Z,0
@btkjay9749,My father's idea of bonding was smashing an ashtray across my face and hoofing me down the stairs. Happy days.,2025-11-13T17:38:29Z,0
@KarimaMane-e9s,Eeeee loved the music didnâ€™t cry tho shame wanted to feel,2025-11-13T17:15:42Z,0
@ltrott83,"Best John Lewis Ad in years, if not ever!",2025-11-13T17:03:15Z,1
@wkdsush,Cringe ğŸ˜‚,2025-11-13T16:55:17Z,0
@JustinPugsley,"What a great ad - very sentimental, but positive. Just right for Christmas!",2025-11-13T16:24:07Z,0
@s.n.852,"Anyone  knows  name of the song ( second  part  of the  song ,male vocal )?",2025-11-13T16:00:37Z,0
@DamienCharlesworth85,"Amazing track, never thought I would hear that on a Xmas Ad ever.

Well done on an amazing advert John Lewis!",2025-11-13T11:48:31Z,0
@yudit4208,"So simple, made me cry",2025-11-13T11:35:28Z,0
@ExploringwithAustinandThomas,"I consider myself very lucky that I'm have a close relationship with my son, we share our love of Exploring, 90s music , video games, but yep he does sometimes wear the big headphones and complains when he has to tidy up but that's Teenagers ğŸ™‚",2025-11-13T09:59:34Z,1
@SuperTorres76,The worst christmas advert i have ever seen,2025-11-13T08:29:13Z,0
@christopherhoward5959,Great advert,2025-11-13T07:27:06Z,0
@3500P5,"Started off mega cheesy, then it got me ğŸ˜¢",2025-11-13T06:29:11Z,0
@cotchingg,"Finally, something without an agenda, brung a tear to my eye",2025-11-12T20:52:24Z,1
@astrabelmont,53 year-old with a five year-old who saves my life every single day.  Need I say more.,2025-11-12T20:09:41Z,2
@judygreggor612,"This is what a Christmas advert should look like, should represent.  Love, Dads, Sons, Mothers, daughters, family.  â™¥â™¥",2025-11-12T17:54:18Z,7
@sashal7812,ğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥º,2025-11-12T17:53:47Z,1
@Nigelwheeler-fz3is,I do not care about what any adverts message is.  I have 2 separate 12 inch copies of that track in my collection. hopefully the value goes up and i make a few quid. Santa has come early.,2025-11-12T15:23:15Z,0
@cinammondream,Oh no I voted through this one as well,2025-11-12T13:28:58Z,0
@BorderBookshop,I'm not crying,2025-11-12T13:19:29Z,1
@NeilYoung-hh7ne,Thank you JL.  Men needed this.,2025-11-12T11:39:28Z,0
@russellthompson9271,I'm in tears ğŸ˜¢ beautiful advert,2025-11-12T09:53:15Z,0
@MusicProducerinPrague,"wow I no longer live in the UK but its the first advert that has really hit me hard, that was amazing! PR finally doing what they should do! Brilliant!!!",2025-11-12T09:04:27Z,1
@the45boxs79,Music aside That kid looks petrified of his dad like he's done something wrong,2025-11-12T08:53:09Z,3
@stephaniebennett9123,John Lewis donâ€™t sell records ğŸ˜,2025-11-12T06:13:03Z,0
@selwyn581,"What a beautiful video.  Well done John Lewis, you made me cry ğŸ¥¹",2025-11-12T04:15:10Z,0
@LookinAtStars,"Thank you for portraying autism in a positive light.
Too many of us are still excluded.
ğŸ«‚â¤ï¸",2025-11-12T02:06:16Z,0
@sammyw6687,"Manchesterâ€¦early 90â€™s, the Hacienda, the House and Garage music scene, United started winning everythingâ€¦the city was alive. . Great memories well played John Lewis",2025-11-11T20:09:53Z,0
@SuperChilliJam,Why did he only just find it though?,2025-11-11T20:08:09Z,0
@mickdavidson6688,Tuuuunnnne!!,2025-11-11T19:51:32Z,0
@gazzhumbly5433,This advert is even better that it triggers the wokesters,2025-11-11T19:19:44Z,1
@Senorzilchnzero,I guess Im the only one that sees this ad as nothing more than a manipulation of your mind for consumerism. Ahhhhh this makes me feel sad..its from John Lewis...I guess ill go and shop from their store...Are we so deep into this psychosis as a species that we cant even comprehend that a group of people got hired to make an ad not because they care or because its holidays but because they need to make more money this season. And all you sheep fell for it.,2025-11-11T16:53:01Z,1
@jamsward1966,Love the artwork in the house,2025-11-11T16:49:51Z,0
@glosza,wholesome,2025-11-11T16:25:07Z,0
@joselebeer,Great advert. Caught the dynamic between me and my son perfectly.,2025-11-11T15:54:09Z,3
@edm5166,90s 4 Life â¤,2025-11-11T08:14:26Z,0
@michelecull3261,"Yes its a shame that these relationships with parents/dads happen in the first place isnt it, it takes so much more than a sentimental record in an advert  to fix all that pain though. So much more. ğŸ™ğŸ•ŠğŸ™",2025-11-11T07:37:28Z,0
@beemac79,Your boy's never too old for a hug,2025-11-11T07:23:20Z,1
@richardvines2423,Nailed it,2025-11-11T00:08:55Z,0
@Gazeroo71,Superb â¤,2025-11-10T23:46:07Z,0
@GManie88,"To be honest, I thought the son was coming out. Nearly a normal ad asides dad crying over some bull",2025-11-10T23:00:14Z,0
@gemmahartley7592,Made me cry,2025-11-10T22:41:47Z,0
@JackCODYTeGod,Finally a white family representation,2025-11-10T21:16:50Z,0
@ionsi120,I loved this. Beautiful.,2025-11-10T20:58:33Z,0
@dranuragroy2072,"Sometimes the smallest gift carries the biggest truth that love never really leaves, it just finds new ways to be heard.",2025-11-10T20:44:47Z,0
@irenequick5642,I love this add moved me to tears well done guys,2025-11-10T20:07:23Z,0
@josims1863,Its a lovely advert but its not Christmas xx,2025-11-10T18:42:32Z,0
@fridayscoldone4096,"Amazing ad....
Son sees who dad was....dad sees who his son is!!!!",2025-11-10T18:12:30Z,0
@antonfarqua,"Tears fill my eyes and a warmth fills my heart every time I see thisâ¤
Raver till i die",2025-11-10T17:41:45Z,0
@Build-On560,People are crying over ts ğŸ™ğŸ¥€,2025-11-10T16:27:18Z,0
@JacClarke,Beautiful,2025-11-10T15:41:04Z,0
@warrenbut1455,Bring back snapper or edgar or moshi just my opinion,2025-11-10T15:36:20Z,0
@laughtercise,"Have fun in your youth, dance, get lost in the moment - youâ€™ll probably meet someone magical while doing so - and then fatherhood will (should) yank you away from adolescence, but take that fun and dancing into fatherhood and get lost in the moment ğŸ’™

A thing of absolute beauty ğŸ’™ Well done John Lewis and Saathci & Saatchi, as a father it had me in tears.",2025-11-10T14:44:20Z,1
@JamesRussell-wv7hs,Looks like someone watched Aftersun not long before the big John Lewis Christmas Advert brainstorm meeting,2025-11-10T14:20:29Z,0
@artinphotos9996,"I'm 59 with a son who just turned 33. He's still my little boy, there are no words when it comes to saying how much I love him, we are really closeğŸ˜Š",2025-11-10T13:45:38Z,0
@obscurum6,Normalises poor communication in males and thus enables poor mental health in men.,2025-11-10T12:56:01Z,0
@rickdeckard4213,"Christmas a time of joy and happiness, but this ad is totally depressing. ğŸ‘ğŸ»",2025-11-10T11:59:17Z,0
@ryanastley4789,The world is healing,2025-11-10T09:52:21Z,0
@matconsume9487,They didnâ€™t play this a the raves I went to â€¦â€¦. Plastic,2025-11-10T09:30:56Z,0
@dipsk88,"A real Xmas advert again! 
No forcing narratives or dei down our throats... Just a great heartfelt moment",2025-11-10T08:56:56Z,0
@billymabum3514,Iâ€™m surprised weâ€™re still allowed Christmas adverts,2025-11-10T07:55:01Z,0
@YCpowerT,I just became a father a few months ago and this broke me,2025-11-10T01:55:04Z,0
@emmadeal1105,Cudda chose a better tuneğŸ‰,2025-11-10T00:50:28Z,0
@knowlescity,A white family in 2025???,2025-11-10T00:48:24Z,0
@InspiredGuesswork,"46yo dad with a 16yo son. Been collecting records since 1994. Son now collects records, too. Can you see where Iâ€™m going with this? In bits every time I watch this.",2025-11-10T00:11:49Z,0
@jayd4ever,Representing uk for once,2025-11-09T23:15:08Z,0
@pogwart,Nice one ğŸ‘,2025-11-09T23:05:16Z,0
@Daveukfix,"Thank you JL, for this quiet nod. I nod back; and promise to shop with you. â¤",2025-11-09T22:57:10Z,0
@adambooth1981,The antidote to the final scene in Adolescence. Love it.,2025-11-09T22:40:06Z,0
@elizabethstanly1402,Super ğŸ‘ŒğŸ‘â¤ï¸,2025-11-09T21:48:12Z,0
@Videoholic.2598,Beautiful,2025-11-09T21:14:33Z,1
@phaywood5883,Nailed it John Lewis.,2025-11-09T21:08:02Z,0
@leroythompson8942,Old skool assemble ğŸ˜‚,2025-11-09T21:00:10Z,0
@vvwalker7261,"JL nailed it, what an advert!",2025-11-09T20:59:16Z,0
@HeyBugguLuggs,"A lovely advert - resonates with so many families with teenagers, particularly teenage boys â¤ï¸â€ğŸ©¹ğŸ‘Œ",2025-11-09T20:55:17Z,0
@Kongwarthunder,My mum sent this to me what does this mean ğŸ’”âœŒï¸,2025-11-09T20:37:20Z,0
@4th_Lensman_of_the_Apocalypse,"I dont understand, where are all the brown people?",2025-11-09T19:55:46Z,1
@alexazzola8342,My dad and I bonded over how terrible this advert is and how much we HATE it,2025-11-09T19:17:01Z,0
@neilharrison147,"That sone is not from 1991, more 1996  1997 when dance came commercial and overground , I was dancing to it then!",2025-11-09T17:51:28Z,0
@laimonpalkim3940,My one of favourite 90s dance classics songâ¤â¤â¤,2025-11-09T17:46:41Z,0
@insertnamehere5809,I'm just shocked to see white people in a commercial that's positive ğŸ¤¯,2025-11-09T17:46:21Z,0
@barleyarrish,More power to you JL,2025-11-09T16:27:53Z,0
@jimmycricket7385,Let me play on your emotions to get your money.  John Lewis.,2025-11-09T16:10:23Z,0
@TheStalec,Adolescence 2,2025-11-09T16:06:24Z,0
@Choochoo535,Absolutely love this advert,2025-11-09T14:56:42Z,0
@alexanderoddy4916,Iâ€™m not cryingâ€¦..your crying,2025-11-09T14:55:03Z,0
@glenstanley7947,Better than last year's pathetic effort! â¤,2025-11-09T14:33:35Z,0
@M9Diry,In real life : a middle class family wouldnâ€™t allow the opening of a present without everyone sitting round the tree and watching the reactions,2025-11-09T14:02:14Z,0
@stcrispin,Merry Christmas JL ğŸ„ğŸ…,2025-11-09T12:54:11Z,0
@ElliottCarter209,Which version of this song is this? I absolutely love it,2025-11-09T12:50:11Z,0
@jonathanford-f8c,"Amazing advert and well done for recognising dads. Not always easy but as a 45 year old with two and growing up early to mid 90s with the dance tunes, this really hit home. Powerful stuff â¤",2025-11-09T12:25:51Z,0
@juliearnold6249,"OMG, This is the best.",2025-11-09T12:16:10Z,0
@mrsdungeyevans,"Is it me who doesn't get it or is it just as it looks... A man who had a stop his clubbing days to become a parent? Isn't that what everyone did?

 Im reading comments about losing a son and people crying...

Am I just being really thick and not getting the hidden message?",2025-11-09T12:13:21Z,1
@TerryNicholas-g3i,"Another so-called Christmas advert that omits to mention Christmas, rumours of woke's death are greatly exaggerated.",2025-11-09T11:53:45Z,0
@joshcoote6912,Love it,2025-11-09T11:46:59Z,1
@DonB-dv2bc,I'm not crying ğŸ˜­ this advert reminded me so much of my late Dad and my younger brother â¤ï¸ well done John Lewis ğŸ‘,2025-11-09T11:43:00Z,0
@colinjessimer1150,Beautiful moment. Love always lives,2025-11-09T11:39:56Z,0
@pPod1231,"Wellâ€¦ thatâ€™sâ€¦ just kicked me in the feelsâ€¦. ğŸ˜¢
Thatâ€™s enough internet for today",2025-11-09T11:31:34Z,0
@elle5266,The Nineties were just everything.. I miss that era so much,2025-11-09T11:17:47Z,0
@JayGall-jw2fw,Cheers. Im crying now,2025-11-09T10:58:15Z,0
@clairfoster211,This had me crying. You could just feel the memories and emotions. It was so lovelyâ¤,2025-11-09T10:45:11Z,0
@robkotla3642,We need more advertising like this . ğŸ˜¢,2025-11-09T10:41:57Z,0
@mrsK1620,Worst one yet so disappointed,2025-11-09T10:35:16Z,0
@nopenope3512,A white family in 2025????,2025-11-09T09:57:49Z,0
@nettyfullwood7898,Wonderfulâ¤,2025-11-09T09:55:39Z,0
@markwild3864,"Reality sets in after watching this advert and itâ€™s true 
Thank you John Lewis â¤â¤",2025-11-09T09:49:04Z,0
@MrBottomrung,Have the left lost their minds. A father and son recognition of love whatever next?,2025-11-09T09:35:52Z,0
@chrislittle2797,Great ad. Charlotte Wells should be contacting her lawyers though.,2025-11-09T09:21:23Z,0
@Kate28889,Watching adverts to watch an advert. Wild.,2025-11-09T09:11:05Z,0
@sonicboove4865,I showed this to my wife but had to walk out to hide the tears. Great ad.,2025-11-09T09:05:52Z,0
@ThepigandThemonkey,Complete rip off of After Sun,2025-11-09T08:39:58Z,0
@007redmist,Love this. A traditional normal white family.ğŸ«¶ğŸ‘ğŸ‘,2025-11-09T08:28:52Z,0
@Flo-xl7zv,Merry Christmas Dad,2025-11-09T08:28:23Z,1
@Flo-xl7zv,Excellent,2025-11-09T08:27:48Z,1
@WKartist,Beautifully composed and speaks volumes in a world which is so uncertain today. This actually made me cry â¤,2025-11-09T08:26:06Z,2
@Macluci,What a fantastic advert .. no words needed â¤â¤,2025-11-09T07:42:57Z,1
@Harker777,"I've seen many ads that set out to pull at the heartstrings with bigger themes but this one is so simple  and understated, yet packs the bigger punch. Brilliant!",2025-11-09T07:04:01Z,0
@olexiisokolov,"The era of cool Christmas ads from Lewis, which everyone was looking forward to, is over.",2025-11-09T03:01:35Z,0
@olexiisokolov,Is that all? (,2025-11-09T02:58:02Z,0
@lynnm4664,Big mike i get what you are saying. I lost my son barely 3 years ago after just losing my wonderful husband. It's horrible. My heart goes out to you. Never be easy Mike but my thoughts will be with you. Lynn â¤,2025-11-09T02:28:04Z,0
@lynnm4664,That  John Lewis advert is absolutely rubbish. No one likes it. The worst they have ever done. Is that for real. A joke. ğŸ˜‚ğŸ˜‚ğŸ˜‚,2025-11-09T02:24:00Z,0
@jonbrown7519,thanx john lewis i cried as i remembered my lost son and the years we had,2025-11-09T01:17:50Z,2
@gmarthews,I think its lovely!,2025-11-08T23:43:49Z,0
@scouser19a,Love it â¤,2025-11-08T22:55:29Z,0
@TheSisi45,"Best one theyâ€™ve done in years. More emotional for those
Who never had the dad figure in your life.",2025-11-08T22:52:18Z,0
@danielholtom7777,I'm doing my christmas shopping at John Lewis this year.,2025-11-08T21:53:11Z,2
@jaystercutie2012,Must be nice to have a family and dad ğŸ˜¢ğŸ˜¢ğŸ˜¢,2025-11-08T21:49:47Z,0
@kiem-tang,1000,2025-11-08T21:45:19Z,0
@carlrowland3757,The guardian hates this so much ğŸ˜‚ğŸ˜‚,2025-11-08T21:02:55Z,0
@calebomand2475,very poor advert nothing christmassy about this John Lewis going downhill fast postive masculinity this isnt politics,2025-11-08T20:48:29Z,0
@planthousecheshire,"Finally, an advert that represents me and my culture, Who would have thought it in 2025. John Lewis has my back..",2025-11-08T20:09:01Z,16
@mix1alan861,Beautiful â¤ğŸ‰,2025-11-08T19:30:34Z,0
@tonynairne9003,Iâ€™m not crying. I think someone is cutting onions.,2025-11-08T18:27:03Z,0
@AH-yl5fe,"Great stuff. No box ticking or pandering, just a great British Christmas scene and message",2025-11-08T17:17:49Z,17
@vpmartini,"Absolutely stunning, it stopped me in my tracks and made me cry. Beautiful advert John Lewis. ğŸ¥²â¤ï¸",2025-11-08T16:57:18Z,4
@MrHinoj,â¤â¤â¤â¤â¤,2025-11-08T15:58:46Z,0
@nameandbadgenumbernow,This is a fabulous ad - on SO many levels - such an ANTIDOTE for so many of us - thanks John Lewis - you'll get some of my cash this year.,2025-11-08T15:40:40Z,0
@Stoney1of1,Where were the doves ğŸ•Š ğŸ˜‰,2025-11-08T15:27:32Z,0
@jaydegriffiths3210,This is such a let down from lilly Allens video ğŸ˜‚,2025-11-08T14:12:52Z,0
@LiamGaughan-p6r,Absolutely brilliant,2025-11-08T12:58:27Z,0
@risingstorm4239,Nailed. It ğŸ‘ğŸ‡¬ğŸ‡§,2025-11-08T12:31:48Z,0
@MrBaddom,Sensational Advert!,2025-11-08T12:12:18Z,0
@dcdx8966,John Lewis standing up for dads like me. 99% of us love our kids just as much as Mum. I love this,2025-11-08T11:18:35Z,5
@58Sirron91,Beautiful. Pure. Christmas,2025-11-08T11:11:38Z,0
@ellahaynes33,Tripeâ€¦and make it ğŸŒ±. Waiting for KevinğŸ‰,2025-11-08T10:06:46Z,0
@Sean-o2h5f,The only thing that outrages me about this ad is that they didn't wait until 1st December to show it. It is November. It is too early for xmas adds!,2025-11-08T09:40:54Z,1
@gaynor1721,Not the best.,2025-11-08T08:39:15Z,1
@glenhodl5861,At last - somewhere I can still shop morally- well done John Lewis ğŸ‰ğŸ‰ğŸ‰ğŸ‰â¤â¤â¤â¤â¤â¤,2025-11-08T08:35:17Z,0
@entity8019,Had they swapped the track out for Toytown.....,2025-11-08T08:14:34Z,0
@TheCaptain64,"I kind of love this advert but it chokes me up at the same time . I had the best dad in the world bar none, not perfect but as close as you could get . Bought him an album By the four seasons in xmass1975  and this advert is so like that day 50yrs ago . Lost dad when he was just 42 in 1985 of cancer . I'm the dad of 4 daughters and 4 grandsons now, still miss dad but this advert really does make me feel like he is close to me still. At 61 now life has gone full circle here's to the next 61yrs and thank John Lewis well done you really scored a goal with this years advert . Ive watched 3 dozens times already .",2025-11-08T06:04:05Z,0
@Kitcatsnz,"Love this advert, not enjoyed a advert for about 15 years",2025-11-08T03:05:32Z,0
@monty2005,"Love this advert. 
The wokies hate itğŸ˜‚",2025-11-08T01:28:22Z,0
@stephb8193,ğŸ’œğŸ’œğŸ’œğŸ’œğŸ‡®ğŸ‡ª,2025-11-08T01:19:42Z,0
@KlingonVinylGamerYT,at last a real advert  no wokeness just family values,2025-11-08T01:12:23Z,0
@MrSiharry,"Oh my, this is gonna chime with every 90s clubbing dad throughout the land",2025-11-07T22:12:46Z,1
@chrisbadby6515,NAILED IT SPEAKS VOLUMES,2025-11-07T21:55:49Z,0
@harryali9672,"Amazing, Amazing advert ğŸ™ŒğŸ¾",2025-11-07T21:55:01Z,0
@nikkinoo47,Wow love it â¤,2025-11-07T21:14:21Z,0
@Rickyj82,"Is this the avert , very poor not christmasy at all who comes up with this nonsense",2025-11-07T21:08:33Z,1
@gjohn1383,"While looking at photos of my son when he was 3 the other day I said to my wife I'd love that little boy to run into the room and jump up for a cuddle again. He's now 23, finished uni and heading to Japan next week to start his first job, so yes I filled up  watching thisğŸ˜¢",2025-11-07T21:03:02Z,3
@anamusicaycine,Wonderful!,2025-11-07T21:02:39Z,0
@djliamgeddes,Powerful! ğŸ¥² love the house music reference too,2025-11-07T19:58:48Z,0
@nayb87,We are back ğŸ´ó §ó ¢ó ¥ó ®ó §ó ¿,2025-11-07T19:56:56Z,0
@ozikeri,Ohhh that hit the spot. Can tell I'm a daddy as I made a happy tear.,2025-11-07T19:29:31Z,0
@Blakeyonthebus-h3d3n,Best Christmas advert for years,2025-11-07T18:57:39Z,0
@deanrobson5560,ğŸ˜®,2025-11-07T18:39:53Z,0
@susanjennifer161,What a great adğŸ‰great memories we were lucky iykykğŸ˜‚,2025-11-07T18:34:35Z,0
@Gerry-r5t,Finally an Ad that does not feature ethnics and alphabets,2025-11-07T18:34:15Z,1
@TheStubertos,This 2 minute advert has more emotional depth than 90% of million dollar Hollywood films.,2025-11-07T18:28:28Z,38
@cannedham86,"As a single Dad to a near teenage son, this closely relates to me!
It seems society  likes to stick its fingers up at at us blokes at times.  I have felt that way a lot of times  since i seperated from my ex.  
This advert is briillant. Thanks John Lewis!",2025-11-07T18:18:51Z,0
@SebDJ,Can't find the words? Share a couple of Garrys this Christmas.,2025-11-07T17:47:02Z,0
@susanbrook2309,Weird,2025-11-07T17:09:53Z,0
@richardlongmore9301,Well done,2025-11-07T16:33:49Z,1
@neildaniels5512,Rubbish  gets worse every year,2025-11-07T16:19:30Z,1
@fluxant,No doctors or engineers in it ğŸ˜Š,2025-11-07T16:16:59Z,3
@suzukipurple,Yes adverts need to show the real meaning of celebration. Family time.  Tear jerker,2025-11-07T15:44:23Z,1
@Thedarkknight2244,Nice to see it wasnt something over the top that would exploit your emotions. like the son was a ghost or something. Just simple a wholesome,2025-11-07T15:38:20Z,1
@Ianrday7777,"Well done, John Lewis and thank you",2025-11-07T15:29:24Z,1
@V4DER,"Beautiful, just beautiful.

ğŸ‘ğŸ‘",2025-11-07T15:24:27Z,1
@W42PZ,What's the world coming to? Utter âœŠğŸŒŠ,2025-11-07T15:03:21Z,0
@Sabonan,Best one yet,2025-11-07T14:56:09Z,1
@gillianhilton9223,Why did I choose at work to watch this for the first time?????  ğŸ¥²,2025-11-07T14:26:13Z,0
@kennyg-bestlifecycling,Amazing ! And no box ticking haters trolling ! Well done JL,2025-11-07T13:54:33Z,1
@moon83star30,"I have always said that music is a time capsule. This ad really encapsulates this. This is such a beautiful ad. â¤â¤
And as a parent, this is how you see your children. You see every stage in a glimpse. My father would tell me this and it wasn't till I became a parent that I finally really understood it.",2025-11-07T13:48:19Z,0
@sergeivalev1942,Wonder what that R.I.P. Jaguar marketing people would think of it.,2025-11-07T12:59:13Z,0
@AaAa-je5eo,ğŸ¤®,2025-11-07T12:35:01Z,0
@staceyd7986,I LOVE THIS â¤â¤â¤â¤ actually made me tear up! And what a classic tune!!!!,2025-11-07T12:34:37Z,0
@mariehamilton3308,Brilliant â¤,2025-11-07T12:18:34Z,0
@futerko108,That dad was born middle aged - if he heard some proper techno heâ€™d probably soil himself!,2025-11-07T11:52:09Z,0
@Sedditious777,"Well done John Lewis. ğŸ‘ŒğŸ»ğŸ‡¬ğŸ‡§ğŸ‡¬ğŸ‡§ğŸ‡¬ğŸ‡§ğŸ‡¬ğŸ‡§ğŸ‡¬ğŸ‡§ğŸ‡¬ğŸ‡§ 
And if youâ€™re â€œoffended by this advertâ€ go look in the mirror",2025-11-07T11:25:24Z,0
@alexyeo6632,Aftersun lawsuit incoming?,2025-11-07T11:19:56Z,0
@lordconnormaunson8761,Worst one ever ğŸ˜³,2025-11-07T11:17:33Z,1
@Randydangler,So you buy a record and dance with your son and it gets you out of doing the clearing up.ğŸ˜‚ğŸ˜‚,2025-11-07T10:58:26Z,0
@TMEstuff,I love this. It has the feels that I can't remember any other recent JL Christmas ad having.,2025-11-07T10:58:12Z,1
@b.dangerfield6499,Niceâ€¦.. congrats to the whole teamâ€¦ and Merry Xmas,2025-11-07T10:52:55Z,2
@Conflictofinterest902,"Great advert, and just shows how much we crave that kind of thing because itâ€™s hit everyone so hard emotionally. 
It really is crazy that this kind of message is no longer the norm.,

Well done John Lewis for being the first to bring it back. 
It SHOULDNT be brave. But it is.",2025-11-07T10:46:37Z,6
@viewer92759,Bring back traditional Britain. ğŸ‡¬ğŸ‡§â¤,2025-11-07T10:43:03Z,0
@Compo1976,Wow.. How make a grown up cry xx,2025-11-07T10:40:50Z,4
@gjmagoga,Congratulations! The best Christinaâ€™s TV advertising I ever seeing! ğŸ’–ğŸ’–ğŸ’–THANK YOU,2025-11-07T09:59:13Z,2
@steveroberts9757,"Wow, a brilliant advert; so great to see the relationship between a man and his son shown in a positive light. Not what we expect these days. Well done John Lewis. ğŸ‘",2025-11-07T09:57:33Z,4
